rank_week_filename,url_link
WR 2015-08-27 (Week 35).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-08-27 (Week 35).xlsx
WR 2015-09-03 (Week 36).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-09-03 (Week 36).xlsx
WR 2015-09-10 (Week 37).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-09-10 (Week 37).xlsx
WR 2015-09-17 (Week 38).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-09-17 (Week 38).xlsx
WR 2015-09-23 (Week 39).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-09-23 (Week 39).xlsx
WR 2015-10-01 (Week 40).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-10-01 (Week 40).xlsx
WR 2015-10-08 (Week 41).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-10-08 (Week 41).xlsx
WR 2015-10-15 (Week 42).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-10-15 (Week 42).xlsx
WR 2015-10-22 (Week 43).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-10-22 (Week 43).xlsx
WR 2015-10-29 (Week 44).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-10-29 (Week 44).xlsx
WR 2015-11-05 (Week 45).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-11-05 (Week 45).xlsx
WR 2015-11-12 (Week 46).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-11-12 (Week 46).xlsx
WR 2015-11-19 (Week 47).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-11-19 (Week 47).xlsx
WR 2015-11-26 (Week 48).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-11-26 (Week 48).xlsx
WR 2015-12-03 (Week 49).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-12-03 (Week 49).xlsx
WR 2015-12-10 (Week 50).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-12-10 (Week 50).xlsx
WR 2015-12-17 (Week 51).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-12-17 (Week 51).xlsx
WR 2015-12-23 (Week 52).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-12-23 (Week 52).xlsx
WR 2015-12-31 (Week 53).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/630/WR 2015-12-31 (Week 53).xlsx
WR 2016-01-07 (Week 01).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-01-07 (Week 01).xlsx
WR 2016-01-14 (Week 02).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-01-14 (Week 02).xlsx
WR 2016-01-21 (Week 03).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-01-21 (Week 03).xlsx
WR 2016-01-28 (Week 04).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-01-28 (Week 04).xlsx
WR 2016-02-04 (Week 05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-02-04 (Week 05).xlsx
WR 2016-02-11 (Week 06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-02-11 (Week 06).xlsx
WR 2016-02-18 (Week 07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-02-18 (Week 07).xlsx
WR 2016-02-25 (Week 08).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-02-25 (Week 08).xlsx
WR 2016-03-03 (Week 09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-03-03 (Week 09).xlsx
WR 2016-03-10 (Week 10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-03-10 (Week 10).xlsx
WR 2016-03-17 (Week 11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-03-17 (Week 11).xlsx
WR 2016-03-24 (Week 12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-03-24 (Week 12).xlsx
WR 2016-03-31 (Week 13).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-03-31 (Week 13).xlsx
WR 2016-04-07 (Week 14).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-04-07 (Week 14).xlsx
WR 2016-04-14 (Week 15).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-04-14 (Week 15).xlsx
WR 2016-04-21 (Week 16).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-04-21 (Week 16).xlsx
WR 2016-04-28 (Week 17).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-04-28 (Week 17).xlsx
WR 2016-05-05 (Week 18).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-05-05 (Week 18).xlsx
WR 2016-05-12 (Week 19).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-05-12 (Week 19).xlsx
WR 2016-05-19 (Week 20).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-05-19 (Week 20).xlsx
WR 2016-05-26 (Week 21).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-05-26 (Week 21).xlsx
WR 2016-06-02 (Week 22).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-06-02 (Week 22).xlsx
WR 2016-06-09 (Week 23).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-06-09 (Week 23).xlsx
WR 2016-06-16 (Week 24).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-06-16 (Week 24).xlsx
WR 2016-06-23 (Week 25).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-06-23 (Week 25).xlsx
WR 2016-06-30 (Week 26).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-06-30 (Week 26).xlsx
WR 2016-07-08 (Week 27).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-07-08 (Week 27).xlsx
WR 2016-07-14 (Week 28).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-07-14 (Week 28).xlsx
WR 2016-07-21 (Week 29).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-07-21 (Week 29).xlsx
WR 2016-07-28 (Week 30).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-07-28 (Week 30).xlsx
WR 2016-08-04 (Week 31).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-08-04 (Week 31).xlsx
WR 2016-08-11 (Week 32).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-08-11 (Week 32).xlsx
WR 2016-08-18 (Week 33).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-08-18 (Week 33).xlsx
WR 2016-08-25 (Week 34).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-08-25 (Week 34).xlsx
WR 2016-09-01 (Week 35).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-09-01 (Week 35).xlsx
WR 2016-09-08 (Week 36).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-09-08 (Week 36).xlsx
WR 2016-09-15 (Week 37).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-09-15 (Week 37).xlsx
WR 2016-09-22 (Week 38).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-09-22 (Week 38).xlsx
WR 2016-09-29 (Week 39).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-09-29 (Week 39).xlsx
WR 2016-10-06 (Week 40).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-10-06 (Week 40).xlsx
WR 2016-10-13 (Week 41).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-10-13 (Week 41).xlsx
WR 2016-10-20 (Week 42).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-10-20 (Week 42).xlsx
WR 2016-10-27 (Week 43).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-10-27 (Week 43).xlsx
WR 2016-11-03 (Week 44).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-11-03 (Week 44).xlsx
WR 2016-11-10 (Week 45).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-11-10 (Week 45).xlsx
WR 2016-11-17 (Week 46).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-11-17 (Week 46).xlsx
WR 2016-11-24 (Week 47).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-11-24 (Week 47).xlsx
WR 2016-12-01 (Week 48).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-12-01 (Week 48).xlsx
WR 2016-12-08 (Week 49).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-12-08 (Week 49).xlsx
WR 2016-12-15 (Week 50).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-12-15 (Week 50).xlsx
WR 2016-12-22(Week 51).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-12-22(Week 51).xlsx
WR 2016-12-29 (Week 52).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/631/WR 2016-12-29 (Week 52).xlsx
WR 2017-01-05 (Week 01).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-01-05 (Week 01).xlsx
WR 2017-01-12 (Week 02).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-01-12 (Week 02).xlsx
WR 2017-01-19 (Week 03).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-01-19 (Week 03).xlsx
WR 2017-01-26 (Week 04).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-01-26 (Week 04).xlsx
WR 2017-02-02 (Week 05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-02-02 (Week 05).xlsx
WR 2017-02-10 (Week 06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-02-10 (Week 06).xlsx
WR 2017-02-16 (Week 07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-02-16 (Week 07).xlsx
WR 2017-02-23 (Week 08).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-02-23 (Week 08).xlsx
WR 2017-03-02 (Week 09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-03-02 (Week 09).xlsx
WR 2017-03-09 (Week 10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-03-09 (Week 10).xlsx
WR 2017-03-16 (Week 11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-03-16 (Week 11).xlsx
WR 2017-03-23 (Week 12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-03-23 (Week 12).xlsx
WR 2017-03-30 (Week 13).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-03-30 (Week 13).xlsx
WR 2017-04-06 (Week 14).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-04-06 (Week 14).xlsx
WR 2017-04-13 (Week 15).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-04-13 (Week 15).xlsx
WR 2017-04-20 (Week 16).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-04-20 (Week 16).xlsx
WR 2017-04-27 (Week 17).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-04-27 (Week 17).xlsx
WR 2017-05-04 (Week 18).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-05-04 (Week 18).xlsx
WR 2017-05-11 (Week 19).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-05-11 (Week 19).xlsx
WR 2017-05-18 (Week 20).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-05-18 (Week 20).xlsx
WR 2017-05-25 (Week 21).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-05-25 (Week 21).xlsx
WR 2017-06-01 (Week 22).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-06-01 (Week 22).xlsx
WR 2017-06-08 (Week 23).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-06-08 (Week 23).xlsx
WR 2017-06-15 (Week 24).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-06-15 (Week 24).xlsx
WR 2017-06-22 (Week 25).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-06-22 (Week 25).xlsx
WR 2017-06-29 (Week 26).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-06-29 (Week 26).xlsx
WR 2017-07-06 (Week 27).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-07-06 (Week 27).xlsx
WR 2017-07-13 (Week 28).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-07-13 (Week 28).xlsx
WR 2017-07-20 (Week 29).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-07-20 (Week 29).xlsx
WR 2017-07-27 (Week 30).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-07-27 (Week 30).xlsx
WR 2017-08-03 (Week 31).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-08-03 (Week 31).xlsx
WR 2017-08-10 (Week 32).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-08-10 (Week 32).xlsx
WR 2017-08-17 (Week 33).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-08-17 (Week 33).xlsx
WR 2017-08-24 (Week 34).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-08-24 (Week 34).xlsx
WR 2017-08-30 (Week 35).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-08-30 (Week 35).xlsx
WR 2017-09-07 (Week 36).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-09-07 (Week 36).xlsx
WR 2017-09-14 (Week 37).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-09-14 (Week 37).xlsx
WR 2017-09-21 (Week 38).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-09-21 (Week 38).xlsx
WR 2017-09-28 (Week 39).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-09-28 (Week 39).xlsx
WR 2017-10-05 (Week 40).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-10-05 (Week 40).xlsx
WR 2017-10-12 (Week 41).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-10-12 (Week 41).xlsx
WR 2017-10-19 (week 42).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-10-19 (week 42).xlsx
WR 2017-10-26 (Week 43).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-10-26 (Week 43).xlsx
WR 2017-11-02 (Week 44).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-11-02 (Week 44).xlsx
WR 2017-11-09 (Week 45).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-11-09 (Week 45).xlsx
WR 2017-11-16 (Week 46).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-11-16 (Week 46).xlsx
WR 2017-11-23 (Week 47).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-11-23 (Week 47).xlsx
WR 2017-11-30 (Week 48).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-11-30 (Week 48).xlsx
WR 2017-12-07 (Week 49).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-12-07 (Week 49).xlsx
WR 2017-12-14 (Week 50).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-12-14 (Week 50).xlsx
WR 2017-12-21 (Week 51).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-12-21 (Week 51).xlsx
WR 2017-12-28 (Week 52).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/632/WR 2017-12-28 (Week 52).xlsx
WR 2018-01-04 (Week 01).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-01-04 (Week 01).xlsx
WR 2018-01-11 (Week 02).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-01-11 (Week 02).xlsx
WR 2018-01-18 (Week 03).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-01-18 (Week 03).xlsx
WR 2018-01-25 (Week 04).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-01-25 (Week 04).xlsx
WR 2018-02-02 (Week 05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-02-02 (Week 05).xlsx
WR 2018-02-08 (Week 06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-02-08 (Week 06).xlsx
WR 2018-02-15 (Week 07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-02-15 (Week 07).xlsx
WR 2018-02-22 (Week 08).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-02-22 (Week 08).xlsx
WR 2018-03-01 (Week 09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-03-01 (Week 09).xlsx
WR 2018-03-08 (Week 10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-03-08 (Week 10).xlsx
WR 2018-03-15 (Week 11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-03-15 (Week 11).xlsx
WR 2018-03-22 (Week 12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-03-22 (Week 12).xlsx
WR 2018-03-29 (Week 13).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-03-29 (Week 13).xlsx
WR 2018-04-05 (Week 14).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-04-05 (Week 14).xlsx
WR 2018-04-12 (Week 15).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-04-12 (Week 15).xlsx
WR 2018-04-19 (Week 16).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-04-19 (Week 16).xlsx
WR 2018-04-26 (Week 17).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-04-26 (Week 17).xlsx
WR 2018-05-03 (Week 18).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-05-03 (Week 18).xlsx
WR 2018-05-10 (Week 19).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-05-10 (Week 19).xlsx
WR 2018-05-17 (Week 20).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-05-17 (Week 20).xlsx
WR 2018-05-24 (Week 21).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-05-24 (Week 21).xlsx
WR 2018-05-31 (Week 22).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-05-31 (Week 22).xlsx
WR 2018-06 28 (Week 26).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-06 28 (Week 26).xlsx
WR 2018-06-07 (Week 23).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-06-07 (Week 23).xlsx
WR 2018-06-14 (Week 24).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-06-14 (Week 24).xlsx
WR 2018-06-21(Week 25).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-06-21(Week 25).xlsx
WR 2018-07-05 (Week 27).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-07-05 (Week 27).xlsx
WR 2018-07-12 (Week 28).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-07-12 (Week 28).xlsx
WR 2018-07-19 (Week 29).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-07-19 (Week 29).xlsx
WR 2018-07-26 (Week 30).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-07-26 (Week 30).xlsx
WR 2018-08-02 (Week 31).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-08-02 (Week 31).xlsx
WR 2018-08-09 (Week 32).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-08-09 (Week 32).xlsx
WR 2018-08-16(Week 33).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-08-16(Week 33).xlsx
WR 2018-08-23 (Week 34).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-08-23 (Week 34).xlsx
WR 2018-08-30 (Week 35).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-08-30 (Week 35).xlsx
WR 2018-09-06 (Week 36).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-09-06 (Week 36).xlsx
WR 2018-09-13 (Week 37).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-09-13 (Week 37).xlsx
WR 2018-09-20 (Week 38).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-09-20 (Week 38).xlsx
WR 2018-09-27 (Week 39).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-09-27 (Week 39).xlsx
WR 2018-10-04 (Week 40).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-10-04 (Week 40).xlsx
WR 2018-10-11 (Week 41).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-10-11 (Week 41).xlsx
WR 2018-10-18 (Week 42).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-10-18 (Week 42).xlsx
WR 2018-10-25 (Week 43).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-10-25 (Week 43).xlsx
WR 2018-11-01 (Week 44).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-11-01 (Week 44).xlsx
WR 2018-11-08 (Week 45).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-11-08 (Week 45).xlsx
WR 2018-11-15 (Week 46).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-11-15 (Week 46).xlsx
WR 2018-11-22 (Week 47).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-11-22 (Week 47).xlsx
WR 2018-11-29 (Week 48).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-11-29 (Week 48).xlsx
WR 2018-12-06 (Week 49).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-12-06 (Week 49).xlsx
WR 2018-12-13 (Week 50).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-12-13 (Week 50).xlsx
WR 2018-12-20 (Week 51).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-12-20 (Week 51).xlsx
WR 2018-12-27 (Week 52).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1465/WR 2018-12-27 (Week 52).xlsx
WR 2019-01-02 (Week 01).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-01-02 (Week 01).xlsx
WR 2019-01-08 (Week 02).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-01-08 (Week 02).xlsx
WR 2019-01-15 (Week 03).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-01-15 (Week 03).xlsx
WR 2019-01-22 (Week 04).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-01-22 (Week 04).xlsx
WR 2019-01-29 (Week 05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-01-29 (Week 05).xlsx
WR 2019-02-05 (Week 06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-02-05 (Week 06).xlsx
WR 2019-02-12 (Week 07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-02-12 (Week 07).xlsx
WR 2019-02-19 (Week 08).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-02-19 (Week 08).xlsx
WR 2019-02-26 (Week 09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-02-26 (Week 09).xlsx
WR 2019-03-05 (Week 10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-03-05 (Week 10).xlsx
WR 2019-03-12 (Week 11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-03-12 (Week 11).xlsx
WR 2019-03-19 (Week 12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-03-19 (Week 12).xlsx
WR 2019-03-26 (Week 13).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-03-26 (Week 13).xlsx
WR 2019-04-02 (Week 14).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-04-02 (Week 14).xlsx
WR 2019-04-09 (Week 15).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-04-09 (Week 15).xlsx
